Variant,Room_ID,DATE,room_tournaments,Room_Net_Profit,Room_Gross_Revenue,Room_Total_Time,Player_Count,Avg_Score_In_Room,Max_Score_In_Room,Total_Coins_Spent_In_Room,Total_Coins_Claimed_In_Room,Avg_Player_Duration
A_Control_Group,3577,2024-06-24,t10,1710,1200,1257.858,8,126.37500000000001,174,1200,2940,157.23225
A_Control_Group,3582,2024-06-24,t14,864,1200,2018.437,10,142.8,231,1200,3696,201.8437
A_Control_Group,3446,2024-06-23,t3,2500,1200,1079.764,6,112.83333333333334,140,1200,2100,179.96066666666667
A_Control_Group,3387,2024-06-22,t10,2500,1200,724.635,6,125.5,193,1200,2100,120.77250000000001
B_Test_Group,3393,2024-06-22,t19,864,1200,1618.018,10,123.10000000000001,156,1200,3696,161.8018
B_Test_Group,3411,2024-06-22,t12,3080,1200,918.843,6,119.66666666666667,172,1200,1120,153.1405
B_Test_Group,3312,2024-06-21,t19,1116,1200,1782.792,10,123.8,196,1200,3444,178.27920000000003
B_Test_Group,3330,2024-06-21,t16,1116,1200,1783.595,10,119.19999999999999,158,1200,3444,178.3595
B_Test_Group,3289,2024-06-20,t16,2500,1200,1070.21,6,144.33333333333334,196,1200,2100,178.36833333333334
A_Control_Group,3142,2024-06-19,t10,1875,1200,1253.216,8,125.625,165,1200,2625,156.65200000000002
A_Control_Group,3177,2024-06-19,t15,2500,1200,927.804,6,131.66666666666669,200,1200,2100,154.634
A_Control_Group,3182,2024-06-19,t15,2500,1200,920.887,6,129.5,187,1200,2100,153.48116666666667
B_Test_Group,3068,2024-06-18,t16,2580,1200,962.847,6,120.5,194,1200,1820,160.4745
B_Test_Group,3112,2024-06-18,t5,2295,1200,1291.837,8,129.12500000000003,159,1200,2205,161.479625
B_Test_Group,3128,2024-06-18,t16,1752,1200,1595.861,10,152.3,201,1200,2688,159.58610000000002
A_Control_Group,3037,2024-06-17,t14,2500,1200,857.315,6,143.66666666666669,184,1200,2100,142.88583333333335
B_Test_Group,2931,2024-06-16,t17,2660,1200,977.766,6,118,153,1200,1540,162.96099999999998
A_Control_Group,2966,2024-06-16,t6,900,1200,1508.354,10,143.2,228,1200,3780,150.8354
A_Control_Group,2974,2024-06-16,t4,1980,1200,1523.272,8,108.125,179,1200,2520,190.409
B_Test_Group,2982,2024-06-16,t17,900,1200,1325.223,10,131.2,196,1200,3780,132.5223
A_Control_Group,2851,2024-06-15,t11,1710,1200,1406.711,8,152.875,229,1200,2940,175.838875
A_Control_Group,2870,2024-06-15,t7,900,1200,1298.379,10,135.2,190,1200,3780,129.8379
B_Test_Group,2877,2024-06-15,t8,1710,1200,1342.242,8,122.875,155,1200,2940,167.78025
A_Control_Group,2902,2024-06-15,t3,864,1200,1524.734,10,140.39999999999998,183,1200,3696,152.4734
A_Control_Group,2771,2024-06-14,t7,1752,1200,1784.368,10,135.70000000000002,200,1200,2688,178.4368
A_Control_Group,2785,2024-06-14,t6,2720,1200,720.267,6,128,190,1200,1680,120.0445
A_Control_Group,2810,2024-06-14,t18,1665,1200,1636.842,8,132.875,186,1200,2835,204.60525
A_Control_Group,2823,2024-06-14,t3,1368,1200,1702.183,10,147.59999999999997,203,1200,3192,170.2183
B_Test_Group,2828,2024-06-14,t20,2500,1200,969.284,6,148.5,219,1200,2100,161.54733333333334
A_Control_Group,2736,2024-06-13,t4,1716,1200,1724.216,10,141.4,207,1200,2604,172.42159999999998
A_Control_Group,2743,2024-06-13,t4,1710,1200,1853.468,8,141.5,204,1200,2940,231.68349999999998
B_Test_Group,2623,2024-06-12,t9,2685,1200,1117.505,8,108.5,156,1200,1365,139.688125
B_Test_Group,2630,2024-06-12,t16,1710,1200,1227.36,8,123.625,158,1200,2940,153.42
A_Control_Group,2641,2024-06-12,t6,1368,1200,1532.936,10,121.60000000000001,228,1200,3192,153.29359999999997
B_Test_Group,2647,2024-06-12,t20,3000,1200,1043.996,6,141.83333333333331,168,1200,1400,173.99933333333334
B_Test_Group,2654,2024-06-12,t1,2136,1200,1804.386,10,134.2,228,1200,2184,180.4386
A_Control_Group,2690,2024-06-12,t11,3045,1200,1380.651,8,133.375,166,1200,1155,172.581375
B_Test_Group,2575,2024-06-11,t12,3080,1200,841.506,6,130.83333333333334,197,1200,1120,140.25099999999998
A_Control_Group,2540,2024-06-10,t6,1770,1200,1130.248,8,156.125,250,1200,2730,141.281
B_Test_Group,2349,2024-06-08,t16,1452,1200,1346.932,10,136.5,194,1200,3108,134.69320000000002
A_Control_Group,2376,2024-06-08,t15,1116,1200,1645.765,10,128,165,1200,3444,164.57649999999998
B_Test_Group,2266,2024-06-07,t16,1515,600,808.595,8,151.25000000000003,227,1200,1785,170.4055
A_Control_Group,2279,2024-06-07,t18,2190,1200,1397.561,8,123.75000000000001,181,1200,2310,174.695125
B_Test_Group,2288,2024-06-07,t12,1920,1200,1427.825,10,137.7,171,1200,2520,142.78249999999997
B_Test_Group,2301,2024-06-07,t17,1032,1200,1194.213,10,141.09999999999997,213,1200,3528,119.4213
A_Control_Group,2316,2024-06-07,t6,3000,1200,982.957,6,126.83333333333334,174,1200,1400,163.82616666666667
B_Test_Group,2228,2024-06-06,t19,2475,1200,1597.613,8,102.125,144,1200,1575,199.701625
A_Control_Group,2229,2024-06-06,t4,2295,1200,1413.517,8,121.75,160,1200,2205,176.689625
A_Control_Group,2268,2024-06-06,t15,1752,1200,1901.759,10,120.69999999999999,166,1200,2688,190.1759
A_Control_Group,2181,2024-06-05,t18,1116,1200,1821.104,10,131.1,199,1200,3444,182.1104
B_Test_Group,2078,2024-06-04,t20,900,1200,1578.438,10,112.4,176,1200,3780,157.8438
B_Test_Group,2080,2024-06-04,t16,1452,1200,1440.352,10,142.2,214,1200,3108,144.0352
B_Test_Group,2005,2024-06-03,t20,2775,1200,1311.743,8,124.25,153,1200,1575,163.967875
A_Control_Group,2037,2024-06-03,t7,2250,1200,1412.549,8,104.375,181,1200,2100,176.568625
B_Test_Group,2055,2024-06-03,t9,1584,1200,1789.393,10,127.60000000000002,215,1200,2856,178.9393
A_Control_Group,1955,2024-06-02,t2,1980,1200,1633.752,8,136.125,184,1200,2520,204.219
A_Control_Group,1958,2024-06-02,t7,3220,1200,854.094,6,151.33333333333331,201,1200,980,142.349
A_Control_Group,1986,2024-06-02,t15,2085,1200,1174.785,8,161.5,211,1200,2415,146.848125
B_Test_Group,1886,2024-06-01,t1,2500,1200,864.287,6,154.16666666666669,185,1200,2100,144.04783333333333
B_Test_Group,1893,2024-06-01,t1,2500,1200,842.342,6,126.66666666666666,169,1200,2100,140.39033333333333
B_Test_Group,1903,2024-06-01,t1,1875,1200,1256.219,8,127.875,204,1200,2625,157.027375
A_Control_Group,1916,2024-06-01,t2,2500,1200,1136.826,6,117.33333333333334,153,1200,2100,189.471
A_Control_Group,1929,2024-06-01,t10,1710,1200,1184.295,8,153.625,191,1200,2940,148.036875
A_Control_Group,1813,2024-05-31,t11,2860,1200,989.664,6,136.83333333333334,194,1200,1540,164.94400000000002
A_Control_Group,1840,2024-05-31,t3,2500,1200,999.617,6,127.33333333333333,181,1200,2100,166.60283333333334
B_Test_Group,1857,2024-05-31,t12,2580,1200,1037.55,6,138.66666666666669,188,1200,1820,172.925
B_Test_Group,1679,2024-05-29,t17,900,1200,1499.172,10,122.80000000000001,205,1200,3780,149.9172
B_Test_Group,1716,2024-05-29,t1,1710,1200,1057.294,8,139.875,221,1200,2940,132.16174999999998
A_Control_Group,1654,2024-05-28,t14,1710,1200,1142.465,8,132.5,198,1200,2940,142.808125
B_Test_Group,1664,2024-05-28,t16,3220,1200,924.144,6,124.5,248,1200,980,154.024
A_Control_Group,1670,2024-05-28,t4,2500,1200,979.631,6,125.5,176,1200,2100,163.27183333333335
B_Test_Group,1595,2024-05-27,t5,900,1200,1811.595,10,112.79999999999998,183,1200,3780,181.15949999999998
A_Control_Group,1600,2024-05-27,t6,2085,1200,1533.237,8,142.625,219,1200,2415,191.654625
A_Control_Group,1489,2024-05-26,t4,1032,1200,1367.917,10,163.10000000000002,218,1200,3528,136.7917
A_Control_Group,1494,2024-05-26,t3,900,1200,1518.253,10,131.10000000000002,188,1200,3780,151.8253
A_Control_Group,1520,2024-05-26,t7,2720,1200,947.792,6,145.83333333333334,210,1200,1680,157.96533333333332
A_Control_Group,1525,2024-05-26,t14,1710,1200,1399.963,8,118,174,1200,2940,174.995375
A_Control_Group,1473,2024-05-25,t10,2004,1200,1641.883,10,135.9,206,1200,2436,164.1883
A_Control_Group,1373,2024-05-24,t11,2500,1200,1217.067,6,158,249,1200,2100,202.8445
B_Test_Group,1375,2024-05-24,t20,2500,1200,1015.105,6,157.83333333333331,232,1200,2100,169.18416666666667
B_Test_Group,1376,2024-05-24,t16,2145,1200,1331.495,8,137.375,231,1200,2205,166.436875
A_Control_Group,1405,2024-05-24,t14,2660,1200,1365.954,6,120,133,1200,1540,227.65899999999996
B_Test_Group,1305,2024-05-23,t17,2860,1200,1013.659,6,139,187,1200,1540,168.94316666666666
B_Test_Group,1321,2024-05-23,t19,1284,1200,1755.296,10,129.79999999999998,184,1200,3276,175.52960000000002
A_Control_Group,1266,2024-05-22,t2,2500,1200,1002.244,6,122.83333333333334,157,1200,2100,167.04066666666665
A_Control_Group,1277,2024-05-22,t14,900,1200,1548.607,10,129,209,1200,3780,154.86069999999998
A_Control_Group,1146,2024-05-21,t18,1428,1080,1535.023,10,133.20000000000002,183,1200,2772,162.84529999999998
B_Test_Group,1166,2024-05-21,t12,2190,1200,1455.81,8,142.5,182,1200,2310,181.97625
A_Control_Group,1174,2024-05-21,t4,1830,1200,1437.452,8,126.375,174,1200,2520,179.6815
A_Control_Group,1183,2024-05-21,t15,2860,1200,925.544,6,149,188,1200,1540,154.25733333333332
B_Test_Group,1112,2024-05-20,t17,2190,1200,1814.44,8,122.37500000000001,159,1200,2310,226.805
A_Control_Group,1128,2024-05-20,t15,1710,1200,1247.361,8,135.5,191,1200,2940,155.920125
B_Test_Group,1144,2024-05-20,t19,1875,1200,1385.461,8,116,195,1200,2625,173.182625
A_Control_Group,1045,2024-05-19,t4,2016,1200,1681.995,10,139.20000000000002,201,1200,2184,168.1995
B_Test_Group,1050,2024-05-19,t12,2440,1200,1120.273,6,124.83333333333334,168,1200,1960,186.71216666666669
A_Control_Group,1055,2024-05-19,t6,2500,1200,1069.16,6,138.83333333333331,183,1200,2100,178.19333333333333
A_Control_Group,1079,2024-05-19,t7,1665,1200,1407.099,8,118.75,182,1200,2835,175.88737500000002
A_Control_Group,1082,2024-05-19,t4,1665,1200,1085.39,8,135,203,1200,2835,135.67374999999998
A_Control_Group,1003,2024-05-18,t4,2500,1200,1271.704,6,119.83333333333333,150,1200,2100,211.95066666666668
B_Test_Group,1005,2024-05-18,t12,1710,1200,1524.36,8,140.62499999999997,224,1200,2940,190.54500000000002
A_Control_Group,921,2024-05-17,t11,2500,1200,874.903,6,108.16666666666666,141,1200,2100,145.81716666666668
A_Control_Group,944,2024-05-17,t11,2580,1200,760.374,6,157.33333333333334,209,1200,1820,126.72900000000001
A_Control_Group,968,2024-05-17,t14,2720,1200,1185.792,6,145.16666666666666,226,1200,1680,197.632
B_Test_Group,866,2024-05-16,t17,1668,1200,1529.707,10,132.3,185,1200,2772,152.9707
B_Test_Group,871,2024-05-16,t17,1284,1200,1450.514,10,124.1,154,1200,3276,145.0514
A_Control_Group,887,2024-05-16,t3,2500,1200,989.769,6,125.5,161,1200,2100,164.96150000000003
A_Control_Group,890,2024-05-16,t2,2580,1200,1010.489,6,131.5,179,1200,1820,168.41483333333335
A_Control_Group,892,2024-05-16,t14,2880,1200,1020.331,6,138,203,1200,1120,170.05516666666665
A_Control_Group,908,2024-05-16,t4,2440,1200,899.051,6,140.16666666666669,167,1200,1960,149.84183333333334
A_Control_Group,819,2024-05-15,t14,1536,1200,1270.732,10,138.3,205,1200,3024,127.0732
A_Control_Group,836,2024-05-15,t15,2190,1200,1452.066,8,139.125,202,1200,2310,181.50825
A_Control_Group,845,2024-05-15,t6,1536,1200,1730.434,10,136.9,197,1200,3024,173.04340000000002
B_Test_Group,846,2024-05-15,t9,2500,1200,1031.36,6,129.83333333333331,185,1200,2100,171.89333333333332
B_Test_Group,768,2024-05-14,t12,948,1200,1758.351,10,141.39999999999998,224,1200,3612,175.8351
A_Control_Group,774,2024-05-14,t10,1752,1200,1942.087,10,143.70000000000002,232,1200,2688,194.2087
A_Control_Group,793,2024-05-14,t18,1710,1200,1280.116,8,137.75000000000003,163,1200,2940,160.01450000000003
B_Test_Group,798,2024-05-14,t5,1752,1200,1427.393,10,132.7,214,1200,2688,142.7393
A_Control_Group,683,2024-05-13,t15,2500,1200,1010.691,6,152.66666666666669,184,1200,2100,168.4485
A_Control_Group,685,2024-05-13,t2,2268,1200,1605.303,10,152.9,182,1200,1932,160.53029999999998
A_Control_Group,712,2024-05-13,t11,1920,1200,1658.586,10,129.10000000000002,192,1200,2520,165.8586
B_Test_Group,587,2024-05-11,t5,1248,1200,1918.867,10,125.8,215,1200,3192,191.88670000000002
B_Test_Group,598,2024-05-11,t20,2040,1200,1629.469,8,143.5,194,1200,2310,203.683625
A_Control_Group,524,2024-05-10,t14,3360,1200,953.935,6,137,178,1200,840,158.98916666666668
B_Test_Group,526,2024-05-10,t5,2940,1200,1018.384,6,141.16666666666666,231,1200,1260,169.73066666666665
B_Test_Group,454,2024-05-09,t1,1536,1200,1656.661,10,128.39999999999998,171,1200,3024,165.66610000000003
A_Control_Group,393,2024-05-08,t4,2295,1200,1198.889,8,140.375,198,1200,2205,149.86112500000002
A_Control_Group,416,2024-05-08,t10,1710,1200,1383.012,8,137.625,183,1200,2940,172.8765
B_Test_Group,441,2024-05-08,t19,1710,1200,1102.042,8,140.50000000000003,208,1200,2940,137.75525
A_Control_Group,338,2024-05-07,t10,900,1200,1619.287,10,115.6,174,1200,3780,161.9287
A_Control_Group,362,2024-05-07,t2,2415,1200,1291.1,8,167.625,198,1200,1785,161.3875
B_Test_Group,296,2024-05-06,t9,2040,1200,1208.779,8,135.625,259,1200,2310,151.097375
B_Test_Group,301,2024-05-06,t5,1920,1200,1368.624,10,155.8,239,1200,2520,136.86239999999998
A_Control_Group,314,2024-05-06,t6,2190,1200,1242.413,8,101,160,1200,2310,155.301625
B_Test_Group,319,2024-05-06,t13,3080,1200,1042.187,6,111,178,1200,1120,173.69783333333336
A_Control_Group,252,2024-05-05,t11,1584,1200,1705.296,10,138.20000000000002,242,1200,2856,170.5296
A_Control_Group,256,2024-05-05,t10,1935,1200,1339.005,8,158.875,211,1200,2415,167.375625
A_Control_Group,262,2024-05-05,t18,2860,1200,855.514,6,112.83333333333334,136,1200,1540,142.58566666666667
B_Test_Group,170,2024-05-04,t20,948,1200,1738.771,10,156.2,204,1200,3612,173.8771
B_Test_Group,201,2024-05-04,t5,1452,1200,1743.051,10,150.7,241,1200,3108,174.3051
B_Test_Group,210,2024-05-04,t1,864,1200,1684.706,10,145.8,243,1200,3696,168.4706
B_Test_Group,221,2024-05-04,t12,900,1200,1332.882,10,130.7,184,1200,3780,133.28820000000002
B_Test_Group,115,2024-05-03,t9,1710,1200,1488.341,8,131.5,206,1200,2940,186.04262500000002
A_Control_Group,119,2024-05-03,t15,2085,1200,1324.872,8,123.5,177,1200,2415,165.609
B_Test_Group,158,2024-05-03,t17,2580,1200,772.868,6,118,138,1200,1820,128.81133333333332
B_Test_Group,106,2024-05-02,t13,1710,1200,1107.85,8,157.125,199,1200,2940,138.48125
A_Control_Group,53,2024-05-02,t3,2000,800,783.571,6,119.16666666666667,165,1200,1400,178.3065
A_Control_Group,79,2024-05-02,t15,948,1200,1658.623,10,146.6,206,1200,3612,165.8623
A_Control_Group,92,2024-05-02,t11,3045,1200,1236.771,8,124.125,201,1200,1155,154.596375
A_Control_Group,14,2024-05-01,t7,1830,1200,1138.037,8,159.125,204,1200,2520,142.254625
A_Control_Group,39,2024-05-01,t15,2500,1200,705.027,6,151.16666666666666,262,1200,2100,117.5045
B_Test_Group,47,2024-05-01,t17,2860,1200,860.3,6,152.66666666666669,174,1200,1540,143.38333333333333
A_Control_Group,50,2024-05-01,t2,2730,1200,1066.542,8,121.125,167,1200,1470,133.31775
A_Control_Group,6726,2024-07-31,t3,1470,1350,1499.866,9,143.44444444444443,181,1350,3780,166.65177777777777
B_Test_Group,6781,2024-07-31,t19,2115,1350,1623.683,9,112.88888888888889,166,1350,2835,180.40922222222224
A_Control_Group,6650,2024-07-30,t7,2160,1350,1596.824,9,154.11111111111111,205,1350,2940,177.42488888888889
B_Test_Group,6545,2024-07-29,t8,1950,1350,1430.679,9,159.33333333333334,249,1350,3150,158.96433333333331
A_Control_Group,6423,2024-07-27,t11,1470,1350,1483.216,9,158.44444444444446,244,1350,3780,164.80177777777777
A_Control_Group,6251,2024-07-26,t2,1470,1350,1296.675,9,141.77777777777777,179,1350,3780,144.075
A_Control_Group,6281,2024-07-26,t2,1845,1350,1789.588,9,149.11111111111114,184,1350,3255,198.84311111111111
B_Test_Group,6314,2024-07-26,t13,1425,1350,1658.999,9,139,195,1350,3675,184.33322222222222
B_Test_Group,6160,2024-07-25,t8,1845,1350,1551.787,9,139,198,1350,3255,172.42077777777777
B_Test_Group,5995,2024-07-23,t8,1530,1350,1281.848,9,116.22222222222223,150,1350,3570,142.42755555555559
B_Test_Group,6033,2024-07-23,t13,1470,1350,1483.145,9,158.66666666666666,223,1350,3780,164.79388888888889
A_Control_Group,5714,2024-07-20,t6,2280,1350,1465.995,9,132.55555555555554,169,1350,2520,162.88833333333332
B_Test_Group,5738,2024-07-20,t8,1950,1350,1535.192,9,118.11111111111111,159,1350,3150,170.57688888888893
A_Control_Group,5535,2024-07-18,t2,2745,1350,1296.538,9,134.33333333333334,174,1350,2205,144.05977777777775
A_Control_Group,5487,2024-07-17,t3,2430,1350,1168.221,9,151.44444444444446,206,1350,2520,129.80233333333334
B_Test_Group,5423,2024-07-16,t12,1470,1350,1509.843,9,117.77777777777777,204,1350,3780,167.76033333333334
A_Control_Group,5141,2024-07-13,t14,2325,1350,1668.725,9,139,216,1350,2625,185.41388888888889
B_Test_Group,5007,2024-07-12,t17,1470,1350,1638.949,9,124.33333333333333,163,1350,3780,182.10544444444446
A_Control_Group,4887,2024-07-10,t7,1470,1350,1368.521,9,129.66666666666666,237,1350,3780,152.0578888888889
B_Test_Group,4758,2024-07-09,t8,1470,1350,1746.596,9,148.66666666666666,189,1350,3780,194.06622222222222
B_Test_Group,4732,2024-07-08,t8,1470,1350,1216.402,9,150.22222222222223,225,1350,3780,135.15577777777779
B_Test_Group,4606,2024-07-07,t13,1800,1350,1447.543,9,118.88888888888889,156,1350,3150,160.83811111111112
A_Control_Group,4496,2024-07-06,t6,1470,1350,1481.48,9,146.77777777777777,212,1350,3780,164.60888888888886
B_Test_Group,4440,2024-07-05,t8,1470,1350,1399.998,9,121.22222222222223,169,1350,3780,155.55533333333332
B_Test_Group,4356,2024-07-04,t1,1470,1350,1541.283,9,130.22222222222223,200,1350,3780,171.25366666666667
A_Control_Group,4265,2024-07-03,t18,1470,1350,1660.954,9,140.55555555555554,193,1350,3780,184.55044444444445
B_Test_Group,4061,2024-06-30,t8,1470,1350,1122.247,9,104.66666666666667,163,1350,3780,124.69411111111111
A_Control_Group,3849,2024-06-28,t11,1425,1350,1277.43,9,121.55555555555556,195,1350,3675,141.93666666666667
B_Test_Group,3865,2024-06-28,t5,2595,1350,1508.863,9,126.22222222222223,186,1350,2205,167.65144444444442
A_Control_Group,3647,2024-06-25,t10,1530,1350,1512.726,9,126,185,1350,3570,168.08066666666667
B_Test_Group,3589,2024-06-24,t19,1950,1350,1675.88,9,126.33333333333333,169,1350,3150,186.20888888888891
B_Test_Group,3472,2024-06-23,t19,1470,1350,1328.82,9,121.22222222222223,186,1350,3780,147.64666666666668
B_Test_Group,3303,2024-06-21,t16,1635,1350,1600.848,9,111.77777777777777,195,1350,3465,177.87199999999999
B_Test_Group,3216,2024-06-20,t5,1740,1350,1370.436,9,148.88888888888889,219,1350,3360,152.27066666666667
B_Test_Group,3246,2024-06-20,t8,1590,1350,1637.536,9,143.88888888888889,235,1350,3360,181.94844444444445
B_Test_Group,3287,2024-06-20,t12,2640,1350,1489.025,9,134.11111111111111,210,1350,2310,165.44722222222222
B_Test_Group,3204,2024-06-19,t16,1950,1350,1319.079,9,140.7777777777778,223,1350,3150,146.56433333333334
B_Test_Group,2866,2024-06-15,t13,1845,1350,1347.103,9,146.33333333333334,172,1350,3255,149.67811111111112
B_Test_Group,2784,2024-06-14,t20,1695,1350,1304.271,9,144.22222222222223,204,1350,3255,144.91899999999998
A_Control_Group,2807,2024-06-14,t2,2010,1350,1133.807,9,132.66666666666666,227,1350,2940,125.97855555555556
A_Control_Group,2830,2024-06-14,t14,1470,1350,1308.145,9,159.33333333333337,217,1350,3780,145.34944444444446
B_Test_Group,2633,2024-06-12,t12,2160,1350,1556.06,9,140.22222222222223,201,1350,2940,172.89555555555555
A_Control_Group,2639,2024-06-12,t10,1905,1350,1106.308,9,141.55555555555554,193,1350,3045,122.92311111111113
A_Control_Group,2677,2024-06-12,t18,2055,1350,1793.19,9,123.22222222222223,163,1350,3045,199.24333333333334
A_Control_Group,2538,2024-06-11,t18,435,750,641.611,9,115.55555555555556,167,1350,3465,123.3412222222222
B_Test_Group,2596,2024-06-11,t20,2430,1350,1177.88,9,151.77777777777777,210,1350,2520,130.87555555555556
A_Control_Group,2426,2024-06-09,t18,1530,1350,1277.276,9,135.88888888888889,181,1350,3570,141.91955555555555
A_Control_Group,2359,2024-06-08,t18,1470,1350,1569.602,9,150.11111111111111,208,1350,3780,174.40022222222225
B_Test_Group,2298,2024-06-07,t5,1470,1350,1435.773,9,133.11111111111109,196,1350,3780,159.53033333333329
B_Test_Group,2342,2024-06-07,t9,1845,1350,1486.715,9,148.22222222222223,199,1350,3255,165.19055555555553
B_Test_Group,2251,2024-06-06,t12,2010,1350,1334.108,9,155.7777777777778,227,1350,2940,148.2342222222222
A_Control_Group,2159,2024-06-05,t3,1845,1350,1515.187,9,133.33333333333334,192,1350,3255,168.35411111111111
B_Test_Group,2199,2024-06-05,t12,1425,1350,1117.249,9,139.33333333333334,200,1350,3675,124.13877777777776
A_Control_Group,2108,2024-06-04,t7,2160,1350,1309.995,9,132.22222222222223,217,1350,2940,145.555
B_Test_Group,2113,2024-06-04,t17,1530,1350,1232.398,9,151.22222222222223,200,1350,3570,136.93311111111112
A_Control_Group,2131,2024-06-04,t2,1470,1350,1517.595,9,122.33333333333334,179,1350,3780,168.62166666666667
A_Control_Group,2132,2024-06-04,t3,1425,1350,1606.145,9,143.77777777777777,236,1350,3675,178.46055555555557
A_Control_Group,2039,2024-06-03,t3,1470,1350,1446.985,9,144.55555555555554,215,1350,3780,160.77611111111108
A_Control_Group,2044,2024-06-03,t15,1530,1350,1867.834,9,148.88888888888889,236,1350,3570,207.5371111111111
A_Control_Group,1984,2024-06-02,t15,2010,1350,1627.312,9,150.22222222222226,238,1350,2940,180.81244444444445
A_Control_Group,1997,2024-06-02,t10,1470,1350,1733.216,9,138.2222222222222,210,1350,3780,192.57955555555554
B_Test_Group,1707,2024-05-29,t9,1470,1350,1478.039,9,150.33333333333334,194,1350,3780,164.22655555555559
B_Test_Group,1724,2024-05-29,t13,2160,1350,1772.77,9,133.77777777777777,180,1350,2940,196.97444444444446
A_Control_Group,1658,2024-05-28,t3,1470,1350,1280.748,9,132.44444444444446,172,1350,3780,142.30533333333335
B_Test_Group,1663,2024-05-28,t17,1950,1350,1500.116,9,138.88888888888886,167,1350,3150,166.67955555555554
B_Test_Group,1432,2024-05-25,t16,2055,1350,1251.864,9,139.33333333333334,198,1350,3045,139.09599999999998
A_Control_Group,1361,2024-05-24,t3,1740,1350,1451.141,9,135.33333333333334,192,1350,3360,161.23788888888888
B_Test_Group,1290,2024-05-23,t16,1470,1350,1389.276,9,148.88888888888889,223,1350,3780,154.36399999999995
B_Test_Group,1326,2024-05-23,t19,2115,1350,1718.589,9,132.44444444444446,190,1350,2835,190.95433333333335
A_Control_Group,1334,2024-05-23,t10,1635,1350,1251.771,9,148.11111111111111,209,1350,3465,139.08566666666667
B_Test_Group,1121,2024-05-20,t17,1470,1350,1512.351,9,135.77777777777777,240,1350,3780,168.039
A_Control_Group,1153,2024-05-20,t7,1470,1350,1375.213,9,124.44444444444444,178,1350,3780,152.80144444444448
A_Control_Group,1072,2024-05-19,t18,1470,1350,1845.263,9,164.66666666666666,206,1350,3780,205.02922222222224
A_Control_Group,948,2024-05-17,t2,2070,1350,1660.637,9,141.66666666666666,204,1350,2730,184.51522222222223
A_Control_Group,957,2024-05-17,t11,1950,1350,1574.144,9,146.77777777777777,199,1350,3150,174.90488888888891
B_Test_Group,979,2024-05-17,t17,1740,1350,1465.516,9,139.77777777777777,189,1350,3360,162.83511111111113
A_Control_Group,884,2024-05-16,t2,1845,1350,1590.852,9,127.99999999999997,175,1350,3255,176.76133333333334
A_Control_Group,659,2024-05-12,t7,2160,1350,1504.743,9,149.66666666666666,238,1350,2940,167.19366666666667
B_Test_Group,516,2024-05-10,t8,2010,1350,1332.577,9,144.55555555555554,190,1350,2940,148.06411111111109
B_Test_Group,556,2024-05-10,t16,1470,1350,1279.615,9,142.44444444444446,197,1350,3780,142.17944444444444
B_Test_Group,400,2024-05-08,t16,1470,1350,1247.213,9,119.33333333333333,198,1350,3780,138.5792222222222
A_Control_Group,230,2024-05-05,t11,1470,1350,1400.349,9,134.88888888888889,182,1350,3780,155.59433333333334
B_Test_Group,192,2024-05-04,t19,2055,1350,1237.263,9,153.66666666666666,243,1350,3045,137.47366666666665
A_Control_Group,206,2024-05-04,t4,1845,1350,1681.027,9,138.55555555555554,201,1350,3255,186.78077777777779
B_Test_Group,161,2024-05-03,t5,2115,1350,1368.32,9,159.88888888888889,254,1350,2835,152.03555555555556
A_Control_Group,25,2024-05-01,t4,1470,1350,1590.127,9,134.77777777777777,200,1350,3780,176.68077777777776
B_Test_Group,6628,2024-07-30,t12,3040,1400,1294.749,7,137.42857142857144,178,1400,1960,184.96414285714286
B_Test_Group,6649,2024-07-30,t17,2460,1400,1319.752,7,162.28571428571428,220,1400,2940,188.536
B_Test_Group,6528,2024-07-29,t20,2820,1400,1201.026,7,153,188,1400,2380,171.57514285714285
B_Test_Group,6546,2024-07-29,t12,2540,1400,1215.602,7,140.85714285714286,213,1400,2660,173.6574285714286
B_Test_Group,6454,2024-07-28,t19,3100,1400,1207.099,7,134.14285714285714,173,1400,2100,172.44271428571429
A_Control_Group,6347,2024-07-27,t15,2460,1400,1368.958,7,107.85714285714286,176,1400,2940,195.56542857142858
A_Control_Group,6351,2024-07-27,t3,2460,1400,1082.52,7,141.42857142857142,206,1400,2940,154.64571428571429
B_Test_Group,6383,2024-07-27,t16,2400,1400,1399.621,7,135,179,1400,2800,199.94585714285716
B_Test_Group,6243,2024-07-26,t17,3600,1400,1087.693,7,125.57142857142857,168,1400,1400,155.3847142857143
A_Control_Group,6283,2024-07-26,t4,2960,1400,1126.16,7,108.28571428571429,191,1400,2240,160.88
B_Test_Group,6054,2024-07-23,t9,3100,1400,1067.018,7,140.14285714285714,201,1400,2100,152.43114285714285
A_Control_Group,5938,2024-07-22,t2,2540,1400,1131.711,7,146.57142857142856,219,1400,2660,161.67299999999997
B_Test_Group,5794,2024-07-21,t5,3100,1400,911.518,7,143,214,1400,2100,130.21685714285715
A_Control_Group,5634,2024-07-19,t7,2460,1400,1256.879,7,148.42857142857142,205,1400,2940,179.55414285714286
B_Test_Group,5676,2024-07-19,t8,2460,1400,1187.853,7,141.42857142857142,192,1400,2940,169.69328571428571
A_Control_Group,5349,2024-07-16,t6,3200,1400,1214.051,7,120,195,1400,1400,173.43585714285715
